 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X	 X
19.86696053	12.89435959	34.12694168	11.41597652	19.01331139	7.26089382	-6.56066370	10.28436470	1.24829543	9.68996716	-8.46896648	-4.35696650	49.36360931	56.84960556	-8.45775700	32.67941666	44.88264465	-0.75419605	25.89495087	-0.29079482	13.68386269	113.15126801	114.26309204	13.25017834	-798.43218994	-39.20141220	0.04882635	-0.06258067	-0.34856105	-0.06753774	-0.18951160	-0.20160289	0.25504059	-0.01993296	-0.06322517	-98.66479492	5.04227781	-96.48317719	-185.83078003	118.80188751	0.28250381	0.00084927	1.09545922	-0.27512816	0.23472509	-0.14337279	-0.14939533	-0.01051766	-0.01816226	-0.08885620	-0.18346670	0.02653109	-0.17947042	-0.39430645	0.00044109	-201.27452087	60.11154175	158.10453796	-71.42285919	59.70049286	8.10769176	-8.09879684	39.74887085
19.81021118	12.93321609	34.64279938	11.48042011	19.56132889	7.52370024	-5.90745687	10.62525654	1.06939113	9.23934650	-8.58148861	-4.30229330	49.43531799	56.68133926	-7.70375729	32.39801788	44.33999252	-0.32968181	25.67284203	-0.19811144	13.36011124	113.18718719	114.52298737	12.85558033	-798.95227051	-39.18370819	0.09183804	-0.13586137	-0.28382185	-0.08737794	-0.28475580	-0.13223223	0.19249046	0.04341292	0.02440312	-62.11452866	12.33932209	-74.81855011	-145.30857849	110.70592499	0.28184190	0.00150527	1.09504580	-0.12804857	0.16164847	-0.10564750	-0.04711861	0.01709902	-0.00379995	-0.10611112	0.07566144	0.10247938	-0.05143006	-0.04430069	0.05806917	-159.93070984	64.41297913	150.21189880	-45.53194809	19.86153793	8.50435257	-8.01879215	39.76459122
19.73455811	12.94400597	35.13174057	11.54493713	20.10519600	7.73999643	-5.23872805	10.95116997	0.91000062	8.69588089	-8.62384510	-4.28267384	49.42235184	56.58556366	-7.23890257	32.18287277	43.92013550	0.04408458	25.44473457	0.44463217	12.51686764	113.26807404	114.73235321	12.66887856	-799.35626221	-39.15310287	0.11064629	-0.11884170	-0.20119756	-0.08660305	-0.22533245	-0.12194107	0.22487347	0.25427389	0.07275932	-4.52898979	16.09179878	-55.77334213	-106.58632660	92.21639252	0.28161243	0.00194440	1.09474826	-0.01560065	0.10461725	-0.07400510	-0.00375375	-0.03812018	0.02441206	-0.12292255	0.15355553	0.14263366	0.04510650	0.11097841	0.08030259	-137.80763245	54.72631073	141.49583435	-26.16090393	-5.00870705	8.85831070	-7.98104763	39.77321625
19.65502357	12.93008232	35.59140015	11.61103916	20.62977219	7.91920853	-4.57567930	11.25661087	0.76897943	8.07392311	-8.61388874	-4.29065180	49.35682297	56.54008484	-6.99969912	32.03453827	43.62498856	0.33269903	25.22510910	1.33717000	11.47554016	113.35702515	114.88850403	12.77188873	-799.73352051	-39.09789276	-0.09407554	-0.24457918	-0.17018105	-0.00240067	-0.24184062	-0.12679905	0.19327207	0.16862567	0.01584951	57.13741302	13.15837097	-39.40625381	-68.63343811	66.37348175	0.28170162	0.00221968	1.09454513	0.06376760	0.06307701	-0.04906851	-0.07115291	-0.07763592	0.01109883	-0.13808526	0.02526854	0.08475821	0.05313259	0.09107358	0.04127787	-135.38902283	40.32448959	131.80563354	-12.56687832	-20.07059288	9.17155266	-7.97349930	39.76021576
19.59099960	12.90666771	36.01790237	11.67621899	21.12343788	8.07044029	-3.93517208	11.53657055	0.64434946	7.39121485	-8.56896782	-4.31919622	49.25960159	56.52735519	-6.92939854	31.94329071	43.45911789	0.51228946	25.02304459	2.27995872	10.43204117	113.41254425	114.99607086	13.15068913	-800.16009521	-39.02825165	-0.06333470	-0.23078705	-0.15268043	-0.00753135	-0.23885244	-0.10843115	0.13029203	0.03343843	-0.01373048	106.58242035	2.64750576	-26.26309395	-31.29845810	36.71749115	0.28200558	0.00237998	1.09441388	0.11416460	0.03518027	-0.03078405	-0.02412893	-0.05440632	-0.03225932	-0.11241010	0.06633666	0.08273754	-0.02668383	-0.02331994	0.03481647	-146.73132324	26.70166016	121.17088318	-3.63021111	-29.45226097	9.44702530	-7.98468733	39.73129272
19.55275726	12.89768887	36.40594482	11.73652554	21.57945633	8.20152950	-3.33010030	11.78874111	0.53351569	6.66813374	-8.50426388	-4.36201286	49.14483643	56.53431320	-6.97912836	31.89007378	43.42261505	0.57562065	24.84514618	3.15722370	9.48965073	113.40738678	115.05570221	13.69635677	-800.68157959	-38.96656418	0.36259550	0.21032806	-0.22149673	-0.07759941	-0.00588135	-0.07833853	0.02623529	0.12589340	-0.02182213	134.12908936	-13.17916107	-16.94394112	4.39337158	7.44770813	0.28243652	0.00246696	1.09433341	0.14096391	0.01875975	-0.01838579	0.02915976	-0.00853573	-0.02299341	-0.07143641	0.10300057	0.14556335	-0.00626656	0.06078222	0.11448722	-164.27352905	17.06248856	109.92441559	1.81157684	-35.94542313	9.68901062	-8.00549698	39.70496750
19.53637314	12.92607498	36.75212860	11.78571606	21.99676514	8.31834507	-2.76969790	12.01403618	0.43406513	5.92709208	-8.43094063	-4.41403675	49.01784897	56.55195618	-7.10978985	31.85593796	43.50791550	0.53215516	24.68789864	3.89943933	8.70044136	113.33019257	115.07659149	14.25183487	-801.29028320	-38.93649292	0.26578924	0.24078724	-0.29045314	-0.18146317	-0.01250853	-0.08242758	0.01508654	0.10081970	-0.00080768	139.93548584	-30.20960426	-11.39743614	36.62236786	-17.50639534	0.28292519	0.00251554	1.09428585	0.14974776	0.01192412	-0.01087232	-0.04357050	0.03901876	0.00439900	-0.07363163	0.03720447	0.10549252	0.13060831	0.13323046	0.06554389	-183.30810547	12.66244030	98.59812927	4.73298883	-40.89185333	9.90335464	-8.03005219	39.70363617
19.53002930	13.00337791	37.05807114	11.81552029	22.37822151	8.42454624	-2.25956893	12.21455765	0.34449562	5.19214821	-8.35612583	-4.47172403	48.87545776	56.57439423	-7.29186344	31.82885551	43.69915390	0.40794674	24.53555679	4.45239544	8.09712982	113.18537140	115.08911133	14.71170616	-801.94543457	-38.95485306	-0.15220580	-0.16818775	-0.26770112	-0.28639537	-0.31110322	-0.08739284	-0.08859467	-0.17888814	-0.00219950	128.94090271	-44.67608643	-8.59676361	63.59802628	-35.99551773	0.28342018	0.00255374	1.09425628	0.14552906	0.01193187	-0.00750154	-0.00102301	0.13343555	0.00357642	-0.01903830	0.14014469	0.05366719	0.07224372	0.06477943	0.00896192	-201.99629211	13.24611187	87.93867493	5.83242846	-44.35382843	10.09597492	-8.05505753	39.74566650
19.52304840	13.12892818	37.32883453	11.82054710	22.72609138	8.52203560	-1.80162501	12.39032936	0.26399159	4.48703194	-8.28448009	-4.53239870	48.71530914	56.59740829	-7.50135612	31.80364990	43.97314835	0.23957211	24.37201881	4.78600025	7.69363737	112.99360657	115.12818146	15.08365440	-802.63024902	-39.02559280	0.20455940	0.07171322	-0.19593129	-0.37932870	-0.14181256	-0.11623669	-0.15877301	-0.17513365	-0.05153922	107.71318817	-53.93739700	-6.79772854	83.98268127	-47.82712173	0.28388515	0.00259727	1.09423172	0.13234027	0.01408819	-0.00783236	0.08270997	0.17296618	-0.00858341	0.04410454	0.18277675	0.10267311	0.01930746	-0.00117854	0.06680755	-218.88081360	17.52866173	78.89356995	5.51636791	-45.53948212	10.26966190	-8.07775116	39.83780289
19.51196480	13.29639435	37.57079697	11.80147266	23.03959846	8.61203098	-1.39396322	12.53805065	0.19167621	3.83135772	-8.21879768	-4.59340715	48.54711914	56.61740494	-7.71521807	31.77967262	44.30283737	0.05611648	24.19384384	4.92391062	7.46766281	112.78234100	115.20510101	15.41186810	-803.37152100	-39.13687897	0.43315980	0.28064460	-0.24291652	-0.33306172	0.01276634	-0.14735751	-0.14353745	-0.10705534	-0.10842220	85.55699158	-56.24213791	-3.96482110	96.76728821	-54.02106094	0.28429529	0.00264353	1.09420049	0.11300524	0.01248370	-0.01143859	-0.05422526	0.06500296	-0.02211123	-0.03501410	-0.07741090	0.11615621	0.27072433	0.45164263	0.14829335	-230.06748962	22.92877388	72.28634644	3.96162605	-43.32667923	10.42239666	-8.09451199	39.97009659
19.50131226	13.49763966	37.79308701	11.76338577	23.31655121	8.69620609	-1.03105092	12.65284348	0.12619440	3.23767614	-8.15859318	-4.65216351	48.39184952	56.63061523	-7.91059685	31.76186752	44.66242599	-0.13220216	24.01206207	4.94671774	7.35696983	112.57646942	115.30760956	15.67816734	-804.19122314	-39.26532364	0.00810656	-0.11696259	-0.37793538	-0.17610300	-0.31158492	-0.12192617	-0.03529332	-0.19534415	-0.05896029	70.34444427	-51.14130402	1.97947788	101.32002258	-56.75123596	0.28463271	0.00267034	1.09415281	0.08869228	0.00152577	-0.01752447	-0.05881500	0.02633513	-0.03381507	0.01170086	-0.16931748	0.01243999	0.31714180	0.48696017	0.07397828	-227.79689026	26.04359818	68.63572693	1.31907964	-36.96083832	10.54850578	-8.10111809	40.11917114
19.49915504	13.71828556	38.00796890	11.71354580	23.55463600	8.77660084	-0.70388478	12.72961903	0.06590600	2.71109986	-8.09977341	-4.70698738	48.27145767	56.63264847	-8.06727791	31.76335335	45.02552414	-0.32387319	23.84849548	4.96887636	7.27266073	112.40074921	115.41462708	15.85383511	-805.04180908	-39.38648987	-0.16930780	-0.25810438	-0.41031390	-0.10532562	-0.36113662	-0.19966567	0.06756904	-0.19226620	-0.11726490	63.58076477	-39.71315765	12.95913982	97.50421906	-58.80984497	0.28488064	0.00263897	1.09408247	0.05903405	-0.02294727	-0.02465645	0.02468327	0.02364089	-0.05229324	0.08134552	-0.11918052	-0.03825877	0.17033155	0.09215153	-0.01815928	-202.85234070	24.80339050	68.40950775	-2.09816742	-26.84691048	10.64026546	-8.09288120	40.25934982
19.51056671	13.93505764	38.22804260	11.66004467	23.75076103	8.85408306	-0.39952677	12.76222992	0.00976697	2.24989676	-8.03655529	-4.75744104	48.19978333	56.61985016	-8.17155647	31.80641365	45.36161041	-0.51779687	23.73045158	5.10930872	7.12079906	112.28004456	115.50376892	15.99544144	-805.78717041	-39.48263168	0.20200971	0.07515384	-0.25225395	-0.09448757	-0.03434855	-0.19850035	0.10742229	-0.04838079	-0.13952217	66.27976990	-23.56966782	30.33225250	84.90367889	-61.42586517	0.28502038	0.00249980	1.09398854	0.02382120	-0.06343400	-0.03155000	-0.06506256	-0.10187363	-0.05188494	-0.00268418	-0.23814498	-0.06533527	0.08647639	-0.02960308	-0.04484237	-151.38392639	19.63789368	72.21844482	-5.81192350	-14.72198200	10.68839550	-8.06422901	40.37166595
19.53550148	14.12681007	38.46579742	11.61193562	23.90123177	8.92754364	-0.10078167	12.74298954	-0.04219501	1.84622288	-7.96311617	-4.80375814	48.17870331	56.59177399	-8.21952057	31.91949654	45.64108276	-0.72122949	23.68190002	5.46371603	6.82638454	112.22895050	115.55947113	16.19129944	-806.26068115	-39.54606247	0.22131494	0.08034003	-0.26851475	-0.11657048	-0.07166106	-0.15743110	0.18041632	0.17228405	-0.02502601	86.31116486	-4.03077030	54.19680786	61.67324448	-62.79677963	0.28503537	0.00219711	1.09387255	-0.01529889	-0.12120202	-0.03799948	-0.09366053	-0.04417253	-0.03506979	-0.02026434	-0.18231517	-0.08191198	0.05618745	-0.04772269	-0.07492305	-81.93076324	12.59510803	80.82637024	-9.24223614	-2.94706678	10.68252754	-8.00884628	40.44812012
19.57073784	14.28703499	38.73662567	11.58114052	24.00339127	8.99508667	0.21304131	12.66441822	-0.08996025	1.48824954	-7.87428761	-4.84663105	48.19947433	56.55158615	-8.21660995	32.13013840	45.83485794	-0.94387907	23.71856880	6.09069490	6.34790277	112.24961853	115.58020020	16.48118210	-806.36621094	-39.58482742	0.00408904	-0.18191245	-0.43990284	0.05499046	-0.35041296	-0.13493243	0.06362230	0.34237123	-0.01315825	135.09307861	17.85597610	82.66016388	23.94504929	-58.65013885	0.28491777	0.00167271	1.09373534	-0.05506125	-0.19642560	-0.04433273	0.02094964	0.14575706	0.01188564	-0.00131415	0.23063077	-0.03729910	-0.06661309	-0.02915398	-0.07585590	-16.71819687	6.29106855	95.19137573	-11.73791122	6.44948053	10.61279202	-7.92019844	40.49779510
19.60723877	14.42021084	39.06123352	11.58135796	24.05716324	9.05570698	0.56463885	12.52112293	-0.13499883	1.16345823	-7.76631641	-4.88759708	48.24710464	56.50434875	-8.17402458	32.45674896	45.89960861	-1.17053807	23.85189438	7.01325178	5.68021870	112.34278870	115.57716370	16.91745758	-806.15393066	-39.62813187	-0.11089291	0.21318267	0.88047034	0.09659170	0.81914848	0.02063595	0.03384040	0.33574700	-0.10772778	223.55949402	42.14188385	111.79970551	-34.17838287	-43.12880325	0.28467169	0.00087016	1.09357679	-0.09171882	-0.28773412	-0.05081797	0.00896117	0.07472263	0.02874847	-0.03748667	0.21148647	-0.01406726	-0.19225390	-0.07676845	-0.03049495	17.53610229	3.07267070	116.27661896	-12.66520596	12.46855068	10.47193241	-7.79202604	40.55352020
19.62400246	14.53046513	39.46583176	11.62158966	24.06554222	9.10972595	0.97744548	12.30947304	-0.18022588	0.86147547	-7.63777304	-4.92897034	48.30564499	56.45600891	-8.10553837	32.89875412	45.76195908	-1.34671092	24.09329987	8.22016048	4.85604906	112.51429749	115.56870270	17.65098763	-805.83679199	-39.72563171	-0.09985071	0.25674236	0.84864014	0.01589570	0.82164115	0.02237052	0.05712961	0.22067304	-0.09033147	361.96014404	71.88645935	136.65269470	-118.35028076	-10.56951237	0.28431332	-0.00025911	1.09339571	-0.12189265	-0.39167914	-0.05806023	-0.01899825	0.03473898	-0.00323964	-0.01410749	0.06192984	-0.05797677	-0.08914231	0.07883793	-0.03005982	4.70294666	3.93368244	144.18548584	-11.50530052	15.45395660	10.25650406	-7.61903477	40.67283249
19.58631134	14.62190342	39.97957611	11.70136166	24.03381729	9.15774345	1.47449231	12.02631378	-0.22832529	0.57557106	-7.48948240	-4.97312403	48.36296463	56.41385651	-8.02598572	33.42905807	45.31071854	-1.38716376	24.45354462	9.66844559	3.93998408	112.77740479	115.57538605	18.91967392	-805.71228027	-39.94203568	0.33269662	0.90928936	-0.03700702	0.26781288	0.80687726	0.06841993	-0.23503648	0.18266238	-0.16207747	548.22363281	112.48809052	152.40162659	-228.02206421	40.30306244	0.28386837	-0.00174857	1.09318817	-0.14344804	-0.50286192	-0.06685822	-0.00158853	0.22671086	0.04697630	-0.00809091	0.26210701	-0.02141681	-0.06009022	0.25439459	-0.00441688	-51.72020721	8.10789108	176.82438660	-7.86593390	16.85171700	9.96653938	-7.39796162	40.93288422
19.45009804	14.70602608	40.62594604	11.81132412	23.96725655	9.19941616	2.07621121	11.66843605	-0.28037289	0.30306986	-7.32322931	-5.02190447	48.41521454	56.38705826	-7.95007706	33.99968719	44.41370392	-1.19876504	24.94088745	11.30272102	3.00117421	113.16806793	115.61150360	20.98423004	-805.99578857	-40.34414291	1.45937073	-1.37173128	-0.77296901	0.31084320	-1.96944189	0.02036176	-0.28889516	-0.28835830	-0.19861658	749.88439941	165.85955811	155.64273071	-350.59060669	102.50729370	0.28336671	-0.00361062	1.09294868	-0.15607058	-0.61392194	-0.07704804	0.36467952	-0.90487713	-0.17116754	-0.12769483	0.19475776	0.13318296	0.05204625	-0.30963114	-0.05305323	-129.85137939	13.74948120	209.07017517	-1.58888495	18.35686684	9.60425472	-7.12823582	41.41473007
19.17721176	14.79912853	41.40616989	11.93484306	23.86732483	9.23258114	2.79694486	11.23242378	-0.33559141	0.04570182	-7.14140892	-5.07683468	48.46945190	56.38634109	-7.89105749	34.55562973	42.98597336	-0.72393829	25.55509567	13.07302856	2.08462477	113.76383972	115.67676544	23.99411011	-806.70074463	-40.97616577	1.71172166	-3.65575981	-1.42306709	-0.03274810	-4.56853533	-0.20760532	-0.16584612	-0.64562237	-0.07437765	910.93511963	225.44865417	146.23797607	-462.15139771	161.46784973	0.28283650	-0.00582825	1.09267473	-0.16086373	-0.71379405	-0.08708587	0.82235718	-2.21915650	-0.44611686	-0.18889746	0.16315748	0.22524005	0.31113118	-0.70505410	-0.16895314	-198.77656555	18.95408058	233.58363342	7.03191280	20.86264992	9.17304516	-6.81179762	42.17185974
18.76700401	14.91160583	42.28159714	12.05025291	23.72838211	9.25243378	3.64060163	10.71554756	-0.39127383	-0.19088918	-6.94850731	-5.13983822	48.53874969	56.42168045	-7.85981369	35.04447937	41.08585739	0.00948414	26.27214813	14.92515469	1.20293665	114.64208221	115.75897980	27.74509811	-807.65637207	-41.82769775	1.33653259	-2.75603867	-2.01872611	-0.02645658	-3.99321961	-0.44968435	-0.02632842	-0.47256675	-0.07815077	986.24584961	279.02059937	128.13421631	-535.94964600	200.59028625	0.28230089	-0.00834066	1.09237003	-0.15973194	-0.78754210	-0.09525799	0.83523601	-2.06972551	-0.43147442	-0.19131583	0.30949384	0.35141322	0.26562977	-0.89028722	-0.12842633	-232.94235229	22.93754768	243.39590454	17.15623856	23.85902405	8.67805004	-6.45308304	43.18873978
18.27739716	15.04059982	43.17159271	12.13609695	23.53804398	9.25184345	4.59737778	10.11833858	-0.44310349	-0.40027955	-6.75160503	-5.21325731	48.63026428	56.49828720	-7.86451864	35.43212128	38.95343781	0.87027431	27.03389168	16.78828812	0.33484280	115.77298737	115.84366608	31.60169411	-808.61621094	-42.82492828	1.85263407	-3.10036612	-1.98547733	-0.15616743	-4.36776686	-0.54722530	0.07767019	-0.43128890	-0.13176730	965.23736572	313.65866089	107.74337769	-551.77221680	207.58018494	0.28177610	-0.01103825	1.09204233	-0.15477039	-0.82342321	-0.10086701	0.77028078	-1.75079513	-0.45244715	-0.21213937	0.34235743	0.44844455	0.15785877	-1.08439732	-0.06123430	-223.86607361	26.29003716	234.62651062	27.51651192	25.65591431	8.12734699	-6.05921030	44.36747360
17.79595566	15.17260838	43.98063660	12.17934418	23.28212166	9.22263241	5.64667606	9.44637966	-0.48619160	-0.57887793	-6.55826235	-5.29893351	48.73546600	56.61396790	-7.91093302	35.72393799	36.91898346	1.67131031	27.76424789	18.58848000	-0.56720394	116.99895477	115.92644501	34.88427353	-809.37988281	-43.89404297	1.59955013	-4.70184278	-1.35020947	-0.59085763	-5.43709898	-0.63440055	0.32719713	-0.34663609	-0.10760856	866.62951660	317.68255615	91.57661438	-501.68954468	177.89617920	0.28127256	-0.01379019	1.09169960	-0.14701998	-0.82187641	-0.10451794	0.75624925	-2.06679034	-0.51269197	-0.22918846	0.16140726	0.29235458	0.36923537	-0.83322817	-0.17242227	-180.78115845	29.27134323	207.80221558	36.68435669	24.24747086	7.53085613	-5.63907766	45.60089493
